Air Quality,CO,Humidity,NO2,PM10,PM2.5,Population_Density,Proximity_to_Industrial_Areas,SO2,Temperature
0,1.02,64.8,26.2,22.0,14.9,237,12.5,7.4,26.3
3,1.45,84.3,37.1,14.3,4.2,737,3.3,11.6,32.1
2,1.46,80.7,15.0,24.3,14.2,481,6.3,11.9,31.1
2,1.32,60.4,31.9,29.9,20.1,335,5.7,7.6,33.0
3,2.24,78.4,35.6,67.9,51.7,488,5.6,17.5,31.1
2,1.48,49.9,36.1,17.9,7.5,687,9.5,7.0,31.8
3,1.57,90.5,26.6,69.9,51.8,782,3.4,22.3,32.1
3,2.39,96.6,26.8,25.5,14.1,623,5.5,15.8,33.4
2,1.19,80.8,36.0,20.3,11.4,530,5.8,9.7,28.4
3,2.11,96.6,40.6,25.2,14.8,673,10.2,14.7,37.0
3,1.93,111.8,32.7,30.7,2.6,691,6.3,23.2,27.1
0,1.23,60.3,26.7,17.3,13.4,308,10.9,7.0,26.2
2,1.49,54.3,29.3,15.5,9.2,405,10.6,8.6,29.4
3,2.34,67.4,48.1,49.0,36.0,799,4.2,14.3,31.5
0,0.91,36.1,18.6,16.2,9.8,311,10.3,5.5,27.1
2,1.16,46.7,23.7,22.2,11.1,592,10.0,3.8,33.6
2,1.21,53.7,20.3,44.6,34.2,328,5.8,3.8,35.3
0,0.95,58.8,14.8,21.7,16.0,324,10.0,4.5,22.7
3,2.06,76.6,31.0,23.1,6.9,804,4.8,17.1,33.2
0,0.96,67.5,24.6,6.7,5.0,444,10.9,2.0,26.6
0,1.08,66.7,16.8,12.3,8.8,316,10.4,4.8,23.0
1,2.14,91.0,37.3,51.7,27.0,624,4.1,20.2,46.3
0,0.98,43.8,26.4,7.9,0.3,415,11.8,5.3,23.9
0,0.89,55.5,10.8,8.6,6.4,456,11.5,4.8,24.0
0,0.86,68.4,23.8,12.6,6.7,326,10.3,8.3,31.8
0,1.0,60.9,14.5,6.7,1.9,383,11.0,5.6,27.9
2,1.49,70.7,32.8,30.5,23.4,466,7.5,10.8,30.5
1,2.33,106.1,41.6,16.1,2.5,629,9.7,22.9,41.5
2,1.36,53.6,23.3,36.1,24.2,566,5.4,6.4,31.7
3,1.69,69.5,39.3,53.4,31.1,465,5.5,14.0,40.9
0,0.82,49.0,12.6,36.6,29.4,362,10.7,6.6,23.3
0,1.09,71.2,11.4,9.4,0.5,207,10.9,4.4,20.7
0,0.9,58.3,20.6,5.6,2.7,493,11.1,7.3,21.9
0,1.22,77.2,15.1,8.5,3.2,385,10.1,5.1,24.3
3,2.26,68.1,39.9,74.2,64.3,537,4.0,11.2,34.8
0,0.97,78.4,21.5,24.9,17.6,285,10.1,1.9,29.2
0,1.07,51.6,16.9,20.6,17.3,454,10.7,7.5,25.7
3,1.64,57.3,22.0,59.1,39.6,573,4.7,17.7,39.3
0,1.06,72.1,17.4,6.6,2.0,353,10.7,6.4,29.6
3,2.24,72.0,37.9,87.0,68.4,679,4.0,7.3,31.9
0,1.02,50.0,21.0,7.4,1.5,606,10.4,8.1,26.8
2,1.37,79.9,22.7,28.3,22.6,323,12.0,5.9,26.0
2,1.73,83.5,23.6,15.6,10.2,676,14.0,18.2,30.1
2,1.75,55.8,24.8,32.1,12.3,312,5.6,9.4,38.5
1,2.09,84.9,39.1,17.4,7.2,861,3.4,17.0,45.5
2,1.4,77.2,29.3,56.6,42.9,611,6.7,9.2,31.0
0,0.84,77.4,14.7,5.8,1.4,288,11.0,6.3,25.0
0,0.92,60.6,20.5,6.4,1.2,267,11.6,7.6,26.9
0,1.25,57.7,18.0,4.9,0.9,302,11.9,6.1,24.9
2,1.7,55.2,23.0,17.2,5.6,317,5.7,9.5,36.1
2,1.16,89.5,19.8,83.9,71.0,618,7.3,14.6,29.2
2,1.55,78.0,22.6,57.2,50.8,583,5.3,8.5,36.4
0,1.06,41.9,26.3,13.8,8.4,494,14.4,6.2,26.8
2,1.61,84.3,34.6,14.0,0.6,506,5.4,14.2,29.8
0,1.2,49.4,15.7,14.8,8.4,194,10.2,6.5,24.7
0,1.16,70.8,21.9,9.9,4.2,401,11.2,5.5,30.3
3,1.94,88.1,23.5,31.5,12.8,576,3.4,14.0,27.2
0,1.1,79.6,18.7,32.2,28.7,454,12.0,3.0,23.9
3,2.11,88.6,31.0,25.7,4.5,709,4.6,20.5,40.0
2,1.63,61.3,28.7,12.0,1.5,581,5.1,11.6,27.6
0,0.97,66.4,11.7,15.8,11.7,548,13.5,3.6,16.5
2,1.75,84.6,25.4,51.7,40.6,418,9.5,11.5,29.5
0,1.02,47.2,23.2,7.5,0.9,380,10.5,3.8,19.6
2,1.52,54.6,30.7,48.3,40.8,642,5.0,9.5,29.5
2,1.07,62.5,26.5,7.0,4.2,630,6.1,13.5,29.2
0,1.06,79.9,15.2,7.3,2.0,244,10.5,5.1,20.0
3,2.12,100.4,23.8,76.2,55.0,535,4.3,18.6,44.0
2,1.69,90.6,33.8,22.9,16.7,486,15.4,10.0,33.6
3,2.15,84.1,22.5,20.1,1.5,646,3.6,2.5,34.9
0,0.84,56.9,17.2,10.1,2.7,569,11.1,2.6,25.8
0,0.88,56.5,14.2,28.2,20.4,427,12.4,-0.4,26.2
2,1.16,72.5,25.5,30.2,22.8,318,5.4,10.9,37.0
2,1.62,81.9,36.1,19.1,9.5,455,5.9,14.8,26.1
3,2.51,70.0,36.4,40.1,30.3,647,5.0,7.6,41.1
2,1.45,55.3,21.9,18.2,6.3,391,5.2,15.1,30.5
2,1.45,60.5,22.9,27.2,13.5,322,8.7,9.3,32.7
0,1.01,72.8,27.8,8.5,2.0,253,10.4,4.0,27.8
0,1.12,42.8,19.3,5.8,3.3,546,13.0,3.9,21.9
0,1.08,66.4,23.5,16.3,13.0,428,14.0,4.9,27.2
2,1.31,80.4,29.6,13.9,3.3,353,7.1,7.1,31.0
3,1.87,73.6,35.3,64.0,51.6,769,8.7,14.7,27.4
0,1.12,68.4,24.4,10.4,2.8,545,11.6,2.3,26.7
0,1.09,77.4,26.1,28.6,25.1,201,12.0,5.7,23.4
0,1.01,45.2,14.7,10.3,5.6,566,12.0,3.1,25.1
2,1.69,70.5,28.6,23.4,13.7,647,5.9,10.6,31.3
3,1.65,80.7,24.2,21.3,1.3,448,3.8,10.8,39.0
2,1.27,86.3,22.7,21.5,14.3,419,8.6,12.2,24.8
2,1.57,49.6,20.0,26.0,8.2,361,5.0,8.4,35.9
3,2.01,57.0,28.7,26.3,11.2,468,3.8,20.4,39.4
0,1.11,49.8,24.8,9.3,1.3,589,10.7,8.5,27.5
2,1.65,64.8,32.2,30.3,16.1,640,5.9,1.1,35.6
0,1.12,57.3,27.1,6.7,0.8,267,10.7,3.6,25.0
2,1.45,72.1,29.1,45.7,37.2,312,9.8,9.6,36.4
2,1.61,80.7,29.0,68.9,62.2,336,5.1,15.3,28.0
0,0.98,49.0,20.2,14.5,7.7,465,11.0,7.6,30.1
0,1.16,60.6,23.0,19.4,14.5,360,14.3,6.0,28.2
0,1.04,67.0,16.3,12.5,6.1,559,18.0,6.0,26.3
0,0.87,80.0,19.3,17.9,10.6,464,12.5,3.8,30.4
0,0.93,39.6,23.2,5.7,1.3,569,11.2,6.4,23.9
0,0.96,48.9,17.0,14.6,6.5,264,12.1,4.6,24.6
0,1.2,53.9,23.5,12.7,8.1,487,10.3,7.1,22.7
0,1.1,47.7,18.5,26.8,22.5,492,12.2,6.1,21.1
0,1.0,76.4,21.7,38.5,32.9,501,12.4,5.4,20.2
2,1.48,65.6,21.5,38.2,28.7,383,8.3,14.8,30.6
2,1.5,65.2,15.7,40.9,30.0,541,5.4,9.2,28.2
2,1.2,66.1,24.8,50.0,35.2,311,6.5,7.8,28.4
2,1.52,78.7,30.9,20.4,7.1,352,5.7,6.4,32.6
3,2.34,106.8,32.8,19.2,4.6,425,4.1,21.2,43.8
0,1.0,46.7,17.2,5.6,3.4,468,13.1,4.1,27.2
0,1.04,61.3,12.9,12.3,7.8,218,10.1,7.3,18.1
2,1.28,54.7,32.8,43.8,38.3,610,6.7,7.7,30.0
2,1.45,74.5,36.4,40.6,31.9,494,6.7,9.7,31.9
3,2.3,76.5,31.2,53.0,39.0,458,5.2,13.5,42.2
2,1.42,48.6,26.6,15.6,4.5,410,12.0,13.0,34.6
0,1.26,51.5,17.5,12.9,9.2,452,11.8,0.2,25.8
2,1.4,83.1,24.9,20.2,8.1,564,7.2,9.4,35.7
0,0.92,79.4,14.0,16.8,10.8,348,10.3,7.7,27.7
0,0.98,60.3,15.8,22.3,17.6,284,11.6,5.7,21.4
0,1.01,51.0,18.6,9.4,4.5,254,10.5,7.8,21.0
0,1.2,53.7,17.6,8.7,2.6,280,10.9,8.2,24.8
2,1.33,75.5,30.0,63.3,55.8,361,5.9,7.7,22.6
0,0.93,81.5,17.6,11.7,6.7,580,12.9,2.9,28.4
2,1.38,76.6,37.4,17.8,10.3,540,7.1,5.2,28.3
3,2.07,90.6,32.3,27.5,17.2,680,9.1,17.4,28.2
0,1.05,64.6,14.7,7.9,0.3,380,10.3,4.9,21.6
2,1.69,79.6,31.4,30.5,17.3,347,8.9,5.1,31.0
2,1.44,82.4,21.2,54.5,44.6,580,5.2,5.8,25.7
2,1.32,80.3,25.9,13.8,4.5,333,5.0,4.9,30.6
3,2.05,61.8,19.5,43.4,23.0,463,3.8,17.0,32.4
0,0.94,40.5,21.1,6.5,3.0,337,11.4,6.4,23.2
2,1.35,47.6,26.6,31.7,23.8,565,6.9,14.5,35.1
3,1.99,65.6,24.2,21.8,7.3,393,5.9,13.9,36.0
0,0.94,58.4,11.3,23.2,13.1,437,10.0,6.3,23.8
0,0.98,49.2,22.3,17.1,11.7,334,13.6,6.4,24.1
2,1.86,79.4,19.5,18.1,4.8,525,6.7,10.1,26.0
2,1.68,81.1,20.9,52.3,38.2,672,5.5,7.5,34.9
0,0.97,78.3,15.1,43.8,43.1,397,12.3,2.4,27.2
0,1.0,76.9,19.6,7.6,2.5,500,11.3,4.5,26.5
2,1.5,82.9,25.5,32.6,27.4,344,7.2,7.6,35.0
0,1.05,54.7,17.2,16.9,7.7,333,17.2,6.9,26.0
0,0.76,52.0,20.1,15.5,14.1,497,11.9,4.9,23.0
0,1.04,63.4,24.1,20.9,16.1,303,10.9,2.9,25.6
0,1.1,39.3,21.7,26.4,19.4,428,12.2,4.7,21.4
0,0.93,75.2,12.8,5.2,1.2,527,10.7,5.4,19.7
2,1.29,76.6,32.2,10.1,9.3,669,5.1,15.0,37.5
3,2.12,76.6,30.6,21.3,6.5,421,7.3,12.5,34.1
3,1.56,67.4,31.0,9.2,1.1,512,3.4,16.5,32.5
2,1.24,94.1,24.5,7.1,0.9,648,6.4,12.2,29.4
0,0.99,64.8,25.1,13.3,7.9,223,10.4,4.7,27.8
0,0.93,55.4,20.4,5.6,4.7,371,14.8,4.6,22.5
2,1.27,55.7,33.1,11.4,1.0,416,6.2,10.3,39.4
0,1.18,60.8,16.2,15.7,10.2,406,15.3,5.0,25.3
2,1.26,84.1,31.4,62.3,45.6,638,7.0,5.6,35.4
2,1.13,63.7,30.1,11.2,7.3,507,8.7,11.6,26.4
0,0.83,77.8,14.3,22.0,17.2,410,11.9,2.7,22.4
0,1.09,65.6,23.0,15.2,13.5,368,18.9,3.9,25.8
0,1.08,45.7,18.8,9.4,3.1,275,10.3,7.0,24.9
0,0.89,64.8,24.5,11.1,3.2,427,10.3,8.6,26.2
2,1.64,66.3,18.0,20.6,10.2,581,5.5,8.4,23.6
2,1.27,47.2,28.4,33.6,28.0,316,5.3,14.6,30.8
0,1.04,71.3,25.7,13.1,8.2,218,10.5,8.1,23.2
2,1.53,75.0,20.0,26.6,17.8,346,6.9,17.2,28.9
0,1.07,67.0,19.6,6.8,1.8,320,10.8,4.0,23.5
0,0.89,63.1,22.7,19.1,15.8,249,10.5,4.6,26.1
3,2.0,79.5,41.3,40.9,19.1,650,7.0,5.0,35.5
0,0.98,70.0,23.0,31.1,28.1,538,10.0,7.5,27.7
2,1.19,58.6,32.6,17.5,6.1,311,5.0,17.0,29.5
2,1.5,77.7,24.2,46.0,36.5,345,6.5,9.1,30.7
2,2.07,50.0,21.2,22.0,13.4,588,8.1,16.8,23.7
0,1.06,50.0,16.0,21.1,15.7,433,13.4,5.7,22.4
0,1.12,74.6,25.3,7.4,4.0,239,11.2,6.6,23.5
3,2.25,85.5,31.0,44.4,18.6,770,4.0,8.1,30.8
3,2.5,104.0,36.7,22.8,25.0,467,10.5,24.0,45.4
2,1.7,72.1,28.5,17.4,1.5,332,5.1,5.9,31.0
2,1.62,69.1,24.8,29.6,15.4,704,6.2,5.7,31.0
3,2.2,88.5,35.7,13.3,1.3,453,6.6,18.2,40.1
2,1.67,66.0,22.8,11.9,7.6,686,6.9,11.4,32.9
2,1.52,75.1,25.6,14.0,6.1,649,8.2,9.5,29.6
0,0.87,66.4,13.9,12.7,9.3,579,10.7,4.0,22.8
1,2.7,75.7,43.8,19.2,0.7,771,2.8,19.6,41.9
0,1.07,46.2,17.9,22.1,15.4,568,16.9,7.8,19.9
0,1.08,57.9,12.9,8.8,0.3,265,10.2,5.1,27.6
0,0.95,76.2,20.5,25.0,19.7,400,10.3,9.2,24.6
2,1.44,53.9,30.2,47.9,28.5,614,5.9,12.6,22.3
3,2.41,92.2,25.3,67.5,50.1,573,7.0,23.5,30.8
2,1.41,65.3,21.9,34.7,30.5,527,10.8,5.2,25.4
0,1.03,70.2,21.9,14.3,9.6,262,11.1,3.8,29.2
0,1.02,60.0,25.3,12.0,6.8,509,11.2,3.8,25.2
0,1.0,77.1,14.2,11.1,7.9,199,13.8,1.7,19.0
0,1.12,45.1,21.4,28.7,24.7,397,11.9,1.9,26.0
0,0.98,51.8,20.4,16.6,8.3,549,11.0,2.4,28.4
3,1.91,74.3,33.5,22.0,6.3,568,4.7,18.0,34.5
0,1.0,61.5,25.8,14.6,11.5,336,10.9,4.9,24.9
0,0.91,52.1,15.3,30.1,24.3,418,13.8,6.0,31.7
0,1.07,65.5,13.3,8.2,0.8,526,10.3,4.7,22.5
0,1.22,49.7,16.4,26.5,25.1,236,11.2,7.9,24.6
0,0.98,63.6,18.1,15.5,9.9,205,15.0,3.9,23.1
2,1.39,54.1,28.7,20.3,9.8,690,9.8,15.3,29.6
0,0.99,53.4,24.0,13.6,6.7,208,10.6,6.7,27.3
2,1.37,59.8,30.5,12.6,0.7,718,8.8,5.2,22.5
0,1.02,62.8,14.2,5.1,2.4,538,10.6,2.7,27.3
2,1.46,75.4,30.4,14.2,7.6,536,6.0,2.9,25.2
3,1.92,99.6,33.6,8.0,2.2,664,5.5,21.5,32.8
3,1.4,68.4,29.2,26.3,15.5,387,4.5,18.5,41.9
2,1.49,88.8,25.3,30.8,12.6,431,8.7,8.4,34.8
3,1.78,90.6,35.8,34.0,5.0,492,10.6,9.8,29.8
2,1.49,84.8,25.7,59.2,47.4,471,6.4,7.4,26.5
1,2.22,91.0,42.3,26.6,7.6,748,3.0,5.7,49.6
2,1.42,70.2,32.8,56.7,51.1,592,6.3,5.4,26.7
3,2.03,73.8,20.7,27.4,7.0,749,3.4,26.9,34.0
3,2.36,57.5,36.2,34.4,15.0,446,3.7,17.1,36.3
0,0.89,70.9,13.7,38.7,33.0,486,11.0,4.1,28.9
2,1.77,77.3,33.2,21.6,13.0,542,7.5,9.3,28.3
1,2.9,99.6,30.6,65.3,56.6,699,4.4,21.2,36.4
2,1.57,65.0,24.3,34.5,21.5,583,8.6,10.3,34.4
0,1.13,55.9,14.8,39.5,32.3,567,17.4,2.7,24.1
2,1.17,55.7,37.1,52.6,41.5,546,9.2,8.7,35.5
0,0.84,77.4,13.0,10.1,5.1,315,10.1,7.9,23.8
0,0.8,66.0,20.6,32.1,24.6,257,11.2,6.2,22.4
2,1.88,62.1,19.8,26.6,18.2,629,5.1,8.0,26.1
0,1.12,49.8,24.9,16.3,11.2,507,12.6,8.5,21.9
0,0.89,42.0,18.2,24.5,20.7,253,13.2,2.9,27.8
0,1.01,41.1,13.4,9.2,2.4,544,15.8,4.9,25.7
2,1.74,62.8,29.6,40.5,27.0,417,6.5,3.6,23.8
3,1.88,73.5,33.6,82.4,69.8,557,3.6,19.4,39.1
0,0.94,72.7,13.2,8.4,4.7,246,10.5,5.8,28.3
0,0.93,79.1,21.7,31.9,28.3,230,11.1,7.6,26.2
0,1.01,41.9,24.5,18.5,14.0,361,10.4,6.8,24.2
1,2.4,95.3,36.3,23.4,3.0,582,3.4,24.4,47.0
2,1.59,57.0,21.0,23.2,10.2,612,8.1,5.3,34.9
0,0.96,75.1,25.1,8.5,3.5,543,13.4,2.1,26.4
0,0.97,58.3,26.9,32.3,25.8,501,10.3,3.3,22.5
0,1.07,62.2,28.8,5.9,4.4,528,12.3,7.6,24.0
0,1.13,66.2,15.9,11.5,6.2,448,12.1,4.7,18.6
0,0.84,67.2,24.3,20.0,14.9,524,10.2,6.5,29.0
3,2.11,83.3,22.9,30.9,8.8,757,8.6,14.1,40.5
0,0.94,68.8,14.1,5.6,0.4,595,10.4,5.1,25.0
2,1.8,48.3,17.7,56.6,46.2,353,7.3,6.5,25.1
2,1.73,83.8,30.8,13.0,5.5,363,7.2,12.2,32.6
0,0.92,45.3,21.6,17.7,10.3,219,11.1,6.8,29.2
0,1.0,58.4,12.3,21.6,17.9,600,14.1,6.1,22.0
2,1.15,69.1,18.7,16.2,6.8,630,5.0,5.9,36.1
0,1.1,39.1,23.0,19.7,8.8,249,15.0,6.7,25.2
2,1.69,78.9,36.2,38.0,26.8,484,5.4,6.2,28.7
0,1.09,62.5,15.1,7.4,1.1,258,14.8,5.7,23.7
0,0.98,56.1,15.5,15.5,9.8,524,10.3,4.9,24.4
2,1.32,59.4,33.8,37.8,28.0,496,5.4,11.5,21.1
3,1.69,55.1,28.8,27.0,15.4,602,6.5,20.8,29.8
2,1.65,84.8,27.0,23.4,19.4,661,6.3,6.8,28.2
2,1.17,83.6,27.9,55.0,43.6,512,7.2,10.0,36.3
3,1.6,95.2,37.3,88.2,63.5,689,7.1,12.5,38.2
0,0.98,50.3,16.8,8.4,2.4,603,11.1,2.9,26.3
2,1.37,45.7,28.8,27.4,12.5,525,5.4,9.0,25.3
2,1.48,67.9,32.5,31.3,13.6,309,6.2,12.4,23.6
1,2.54,106.9,41.7,60.3,35.7,857,5.6,16.1,35.3
2,1.44,66.7,29.4,19.3,5.9,633,5.4,14.0,31.0
1,1.94,94.3,42.4,84.0,67.5,863,5.6,27.5,37.3
2,1.77,62.6,16.2,29.4,19.4,676,7.1,12.3,28.1
2,1.77,79.1,30.9,6.7,1.5,344,5.5,20.2,32.9
0,1.08,66.4,20.8,17.1,10.7,353,12.9,4.1,34.8
3,1.85,79.7,30.4,27.5,12.7,568,3.6,9.9,23.8
3,1.84,82.8,32.3,33.5,14.5,600,5.1,18.9,47.4
0,1.01,66.9,25.2,19.2,14.4,279,10.3,5.9,24.6
0,0.97,48.8,11.6,26.9,20.7,385,10.6,5.3,26.7
0,0.88,77.9,14.9,4.9,1.4,536,10.5,2.1,20.1
0,1.05,50.1,23.8,10.0,4.9,493,12.8,2.4,22.0
2,1.62,52.1,19.6,18.1,7.2,613,8.6,2.5,29.4
2,1.29,76.0,25.8,27.6,16.3,510,8.9,20.8,29.8
2,1.45,67.5,30.0,8.5,1.6,615,5.1,12.8,29.9
0,0.83,52.4,19.1,11.1,2.8,339,10.3,6.3,22.4
2,1.59,89.3,19.6,16.1,5.7,424,7.5,2.9,31.5
2,1.77,73.3,35.2,23.6,17.7,482,6.3,14.1,26.3
0,1.08,47.7,23.7,12.6,10.9,494,11.3,4.7,27.4
0,1.18,70.1,23.9,8.3,1.2,487,13.8,6.3,17.9
3,2.1,80.1,27.4,49.7,45.4,561,8.7,17.9,43.7
2,1.52,61.4,36.6,17.4,11.0,326,10.7,10.8,29.0
0,1.07,49.8,23.9,25.5,21.5,503,12.0,6.5,19.5
2,1.38,67.0,28.8,18.1,1.5,406,5.8,10.5,27.6
2,1.52,81.2,22.1,16.4,4.0,391,5.7,11.3,28.5
3,1.96,86.7,31.3,13.9,0.3,773,3.7,17.5,41.6
0,0.83,59.3,12.4,10.5,6.2,386,10.1,3.6,26.5
0,0.96,63.5,17.4,6.7,3.0,223,15.5,5.0,24.4
2,1.28,44.1,16.5,16.1,13.2,643,6.0,11.6,33.4
2,1.72,55.2,34.3,8.9,3.9,606,5.7,7.4,35.3
0,0.96,66.2,18.0,10.8,4.6,422,12.9,3.5,26.8
2,1.56,68.2,20.2,14.1,3.4,423,5.2,8.8,31.6
2,1.65,60.1,27.4,26.3,18.8,616,5.1,15.4,34.5
0,1.01,67.8,23.3,5.1,3.9,461,10.4,5.0,23.6
3,1.61,103.3,38.5,53.1,40.8,602,7.4,12.6,41.1
0,0.96,45.7,10.5,8.6,3.0,426,10.8,7.1,27.3
0,1.09,64.6,27.3,15.2,10.4,601,11.1,8.0,24.5
0,0.87,68.5,9.2,5.5,3.1,333,10.3,9.8,20.7
0,0.94,65.1,24.1,11.3,7.8,566,11.8,3.6,17.2
3,1.42,81.4,33.5,50.8,44.9,660,5.3,15.6,36.1
2,1.6,74.8,26.4,19.6,6.6,304,8.5,12.7,34.7
0,1.1,65.8,11.6,12.5,5.6,373,13.4,5.5,20.0
0,1.06,60.4,14.3,61.1,57.0,345,14.4,6.8,23.6
3,1.98,106.5,33.0,21.2,14.7,661,4.1,18.0,31.7
3,2.18,89.6,25.1,17.0,1.7,832,4.2,17.2,31.3
0,0.89,63.3,23.7,13.7,11.1,450,14.7,4.5,26.1
3,2.11,77.3,42.9,31.9,20.9,672,4.1,11.7,33.1
0,1.16,55.7,17.5,5.4,3.8,332,11.8,2.9,31.0
2,1.73,81.0,21.7,27.0,11.7,443,9.4,6.0,30.8
3,1.81,58.6,22.2,10.7,4.2,632,6.6,20.4,31.4
2,1.12,75.4,30.3,14.9,4.1,563,5.6,9.3,34.7
0,1.14,73.3,15.4,21.0,21.1,498,10.4,8.5,25.3
0,0.96,54.9,24.1,14.9,8.3,521,10.7,5.0,28.6
0,0.88,73.1,21.4,9.2,4.4,523,11.9,5.7,26.9
2,1.31,81.3,26.0,16.9,3.8,676,8.7,8.5,33.7
0,1.03,57.9,22.8,8.4,2.7,521,12.8,2.9,22.9
3,2.47,76.3,17.4,25.2,1.0,666,3.4,19.0,33.5
3,1.91,86.1,27.8,37.9,14.4,568,5.5,17.2,35.3
3,2.11,91.6,34.7,30.2,28.9,754,3.9,8.9,37.3
0,0.87,45.3,27.1,8.3,7.0,316,11.1,8.2,22.3
2,1.43,72.5,23.6,39.6,22.7,529,5.1,8.4,27.7
2,1.78,83.9,32.1,4.9,0.6,292,5.6,12.8,37.9
0,1.08,70.1,16.8,32.2,29.2,289,10.4,7.1,27.1
0,1.07,59.7,17.5,12.0,9.7,524,13.8,4.0,21.9
0,0.94,39.2,21.8,13.2,6.9,576,11.8,3.8,23.7
1,2.36,73.4,38.3,49.8,34.2,765,3.8,19.1,39.0
2,1.53,82.3,29.4,72.3,67.5,673,5.5,20.6,27.0
3,2.26,88.4,35.1,31.1,14.3,745,3.9,16.7,26.0
0,1.06,61.9,14.8,9.6,3.0,491,11.3,8.5,20.8
0,1.0,58.9,10.1,9.0,1.7,536,11.0,0.0,28.5
0,1.08,67.6,20.9,12.5,3.7,403,11.7,1.1,22.7
0,1.21,77.5,20.0,17.6,10.3,530,10.7,6.1,23.3
0,0.82,62.1,15.3,32.6,29.9,248,10.3,4.3,24.6
0,0.92,60.1,9.9,18.9,12.1,205,10.2,4.4,26.5
2,1.38,85.0,24.2,7.9,0.9,438,5.4,17.6,34.9
3,2.29,74.8,25.4,45.8,28.5,782,4.7,16.3,31.6
2,1.59,53.9,29.2,16.9,7.5,328,5.3,18.1,32.1
2,1.62,54.1,25.5,29.2,18.3,532,6.1,4.3,30.1
0,1.07,67.4,19.1,7.0,1.7,603,13.4,6.6,21.0
3,1.55,71.2,38.5,39.4,9.2,500,4.6,21.3,32.5
0,0.97,54.1,20.8,31.9,27.6,213,11.1,11.6,26.7
2,1.38,84.5,32.1,11.8,0.2,352,5.9,6.8,35.8
0,0.94,49.5,24.3,20.5,16.6,227,10.4,2.8,25.5
3,1.93,71.0,26.2,28.2,5.0,523,4.7,26.7,36.6
0,0.94,75.1,11.7,5.2,0.1,264,11.4,7.7,22.6
0,1.25,54.8,15.8,11.3,5.8,565,11.8,4.5,26.7
2,1.56,83.1,33.0,48.0,29.7,579,6.0,8.2,26.3
0,1.06,61.3,25.4,4.7,3.1,238,12.5,7.9,23.8
0,1.24,76.9,27.8,16.2,9.1,349,10.3,5.2,26.1
0,0.9,59.8,27.0,10.2,6.1,408,13.3,8.2,22.2
0,0.8,64.2,15.3,5.6,1.6,581,11.5,4.7,27.1
2,1.51,54.8,29.3,15.5,2.5,376,6.1,11.7,28.3
3,2.28,74.7,29.5,31.1,25.9,501,5.8,17.3,27.4
3,2.02,90.5,36.4,52.4,23.9,498,8.9,26.3,29.3
0,0.79,59.5,24.0,18.9,14.2,528,15.9,5.0,22.8
0,1.15,71.4,18.0,18.2,15.8,496,12.5,2.5,23.4
1,2.09,111.3,38.4,50.8,38.0,497,3.2,11.3,35.5
2,1.69,75.6,20.8,10.8,0.8,645,5.6,11.4,40.5
3,2.02,97.5,33.4,42.8,25.4,792,4.6,10.6,32.4
3,2.09,86.0,39.7,29.0,18.1,477,4.1,15.2,38.9
2,1.12,78.6,24.5,66.2,56.8,340,5.6,12.1,28.6
3,2.58,83.1,32.1,30.6,25.9,638,4.9,17.5,38.8
3,2.39,94.3,31.5,13.8,1.6,522,3.4,13.9,29.9
2,1.5,54.1,34.5,15.5,5.2,367,5.4,6.8,33.7
0,0.97,42.5,26.1,7.1,0.1,312,11.6,3.8,18.2
0,1.03,68.4,25.4,7.8,0.7,506,10.7,5.1,27.3
0,1.08,55.2,11.2,6.4,1.3,605,12.2,5.8,26.3
3,1.6,97.4,29.4,78.4,63.3,554,5.1,18.3,38.6
0,1.06,39.9,19.7,20.8,14.7,339,11.2,8.4,33.3
0,0.86,76.1,14.5,21.5,14.9,342,11.1,3.8,18.8
2,1.6,69.3,32.4,18.8,13.3,463,5.2,8.6,32.9
0,0.98,44.8,18.1,5.7,1.8,513,10.0,3.1,27.6
0,0.97,73.0,23.0,12.1,6.0,571,11.2,8.9,25.3
2,1.26,62.2,25.5,66.4,53.7,670,6.2,8.1,30.0
0,0.98,64.4,26.5,37.8,30.3,454,10.4,3.9,23.5
2,1.66,86.8,26.7,20.9,12.5,685,5.2,6.6,33.8
1,2.19,92.5,32.8,29.0,8.3,698,3.9,8.3,38.8
3,1.95,72.4,40.4,32.6,18.8,392,9.7,19.1,27.5
0,1.0,80.1,23.3,14.9,10.4,332,10.6,6.0,23.1
0,1.1,50.9,23.4,11.4,4.9,196,13.7,2.8,25.0
3,1.85,70.2,38.0,24.3,5.4,616,4.3,0.1,39.5
0,0.94,77.9,18.5,15.5,8.3,546,15.5,6.1,17.8
0,0.97,75.8,18.5,9.5,2.6,534,12.7,1.1,19.0
0,0.89,58.3,21.3,7.5,2.9,244,10.8,3.9,26.4
0,1.0,49.0,25.1,9.8,1.3,208,11.1,6.3,27.6
0,1.07,60.6,26.9,6.5,2.5,318,10.6,8.2,26.6
2,1.37,89.4,24.5,16.3,4.1,298,8.5,15.1,24.1
2,1.49,81.7,26.5,36.4,23.3,546,5.8,21.6,30.8
2,1.58,38.8,24.6,57.3,42.3,377,8.8,17.1,37.5
0,1.04,74.9,21.1,15.3,8.2,242,11.7,6.2,20.0
3,1.71,70.9,43.3,44.0,18.5,484,5.0,12.5,35.6
3,1.77,65.3,42.4,60.3,55.3,613,3.9,14.9,36.9
2,1.5,88.7,25.4,20.0,10.6,364,5.8,10.5,25.5
